join_date,last_purchase_date,age,gender,location,number_of_site_visits,number_of_emails_opened,number_of_clicks,transaction_id,transaction_amount,campaign_id,AvgOrderVal,customer_lifespan_days,Customerlifetime_Years,recency,frequency,monetary,r_rank,f_rank,m_rank,rfm_score,rfm_segment
2022-09-08,2023-08-31,25,0,West Elizabethfort,32,37,7,25,12296,1.0,492,357,1,341,25,12296.32,3,5,5,355,Frequent Customers
2021-01-28,2024-02-19,21,0,Port Genemouth,142,187,26,5,3307,3.0,661,1117,4,507,5,3306.95,2,1,2,212,Others
2020-04-05,2021-04-02,30,1,Jamesland,52,29,24,17,10560,1.0,621,362,1,1205,17,10560.039999999999,1,4,4,144,Others
2022-11-22,2022-12-11,33,0,Garnerburgh,2,1,1,2,310,,155,19,1,576,2,310.03000000000003,2,1,1,211,Others
2021-05-17,2021-12-25,29,1,East Jennifer,21,9,21,22,13901,,632,222,1,933,22,13901.36,1,5,5,155,Frequent Customers
2022-10-25,2023-03-11,55,1,Angieland,17,17,8,14,7570,,541,137,1,500,14,7570.08,3,3,3,333,Others
2023-10-04,2024-01-21,25,0,New Madelineview,25,15,7,1,862,3.0,862,109,1,200,1,861.85,4,1,1,411,Others
2020-02-20,2024-02-09,43,1,Dawnview,411,32,24,15,9786,2.0,652,1450,4,209,15,9785.58,4,3,4,434,Others
2020-07-05,2020-11-27,39,1,Judithside,42,25,5,24,11841,2.0,493,145,1,1322,24,11840.86,1,5,4,154,Frequent Customers
2024-01-10,2024-02-09,64,0,Port Tonyaport,1,4,1,7,3025,1.0,432,30,1,145,7,3024.7,5,2,1,521,Loyal Customers
2020-06-02,2021-04-07,33,0,Barbershire,114,19,6,14,11182,2.0,799,309,1,1195,14,11182.07,1,3,4,134,Others
2023-02-15,2023-11-25,27,1,Kellyshire,138,55,21,23,15842,1.0,689,283,1,238,23,15842.039999999999,4,5,5,455,Frequent Customers
2020-01-28,2023-09-11,66,0,Justinbury,444,12,125,9,6251,2.0,695,1322,4,297,9,6251.42,4,2,3,423,Others
2020-07-15,2022-11-16,36,1,Emilyville,360,73,2,8,5604,,700,854,3,814,8,5603.91,1,2,2,122,Others
2024-02-03,2024-03-03,60,0,Seanport,3,1,1,5,2066,1.0,413,29,1,124,5,2066.2599999999998,5,1,1,511,Loyal Customers
2022-09-19,2024-03-06,47,1,Conradville,265,33,14,24,10226,2.0,426,534,2,131,24,10225.73,5,5,4,554,Loyal Customers
2021-12-11,2024-01-27,24,0,Travisview,175,87,12,25,11656,1.0,466,777,3,161,25,11655.6,4,5,4,454,Frequent Customers
2022-09-11,2024-04-29,25,0,Lawsonbury,167,65,12,17,11554,,680,596,2,88,17,11553.64,5,4,4,544,Loyal Customers
2020-01-07,2023-05-15,51,0,South Lucaschester,309,116,68,3,1285,,428,1224,4,528,3,1284.73,2,1,1,211,Others
2023-03-12,2023-11-07,38,0,New Jimmyview,65,17,7,12,9802,3.0,817,240,1,253,12,9802.21,4,3,4,434,Others
2024-02-04,2024-05-26,47,1,South Stacy,2,17,9,12,5962,,497,112,1,53,12,5962.2,5,3,2,532,Loyal Customers
2021-09-20,2023-11-18,18,1,North Julie,20,72,8,11,5941,1.0,540,789,3,232,11,5941.2,4,3,2,432,Others
2022-09-15,2024-02-24,24,1,South Samuelchester,148,41,22,16,12738,2.0,796,527,2,136,16,12738.29,5,4,5,545,Loyal Customers
2022-07-20,2023-10-27,34,1,Lambertfort,53,47,45,4,3252,1.0,813,464,2,261,4,3251.83,4,1,2,412,Others
2021-02-19,2023-11-28,25,0,Port Alexandraview,218,103,67,24,9010,1.0,375,1012,3,221,24,9010.1,4,5,3,453,Frequent Customers
2022-12-13,2023-06-25,20,0,West Sandrachester,80,22,15,10,4079,3.0,408,194,1,398,10,4079.0499999999997,3,2,2,322,Others
2023-06-25,2024-01-31,19,0,Cookton,42,32,8,11,3883,2.0,353,220,1,169,11,3882.87,4,3,2,432,Others
2023-11-30,2024-04-28,23,1,Michellefurt,53,4,6,18,10028,2.0,557,150,1,65,18,10028.470000000001,5,4,4,544,Loyal Customers
2021-05-21,2023-11-06,43,1,West Evanbury,353,149,53,11,7669,2.0,697,899,3,263,11,7668.63,4,3,3,433,Others
2023-06-20,2023-08-10,57,1,South Elizabeth,15,3,3,11,6241,1.0,567,51,1,327,11,6240.55,3,3,3,333,Others
2020-07-21,2024-05-27,27,1,New Jessicatown,254,32,13,1,676,2.0,676,1406,4,1435,1,676.5,1,1,1,111,At Risk
2021-04-27,2023-06-20,56,1,Roseland,278,10,14,19,10240,,539,784,3,484,19,10240.35,3,4,4,344,Others
2020-09-05,2023-08-29,38,0,Thomastown,213,37,26,16,9551,2.0,597,1088,3,347,16,9550.83,3,4,4,344,Others
2021-09-17,2023-01-08,25,1,Waltersberg,21,82,5,11,6177,2.0,562,478,2,588,11,6177.08,2,3,3,233,Others
2022-09-19,2023-07-15,46,0,East Christopherbury,95,39,12,3,1196,1.0,399,299,1,372,3,1195.57,3,1,1,311,Others
2022-06-04,2024-01-23,22,1,Brittanyborough,56,72,3,15,10316,1.0,688,598,2,188,15,10315.9,4,3,4,434,Others
2023-04-29,2023-05-12,26,1,West Donaldville,5,1,1,17,14131,1.0,831,13,1,417,17,14131.02,3,4,5,345,Big Spenders
2023-03-07,2023-07-19,67,0,Russellville,25,10,3,22,16990,2.0,772,134,1,353,22,16990.07,3,5,5,355,Frequent Customers
2021-04-05,2021-11-04,41,0,Port Charles,89,9,5,5,3010,1.0,602,213,1,981,5,3010.36,1,1,1,111,At Risk
2022-10-02,2022-11-23,58,1,East Jacob,7,7,3,14,5814,1.0,415,52,1,588,14,5814.08,2,3,2,232,Others
2022-01-26,2024-03-08,54,0,Lake Carolineberg,347,148,22,4,1489,1.0,372,772,3,240,4,1489.3600000000001,4,1,1,411,Others
2023-11-09,2024-04-21,46,0,Lopezfurt,28,28,7,18,9788,1.0,544,164,1,72,18,9788.4,5,4,4,544,Loyal Customers
2022-07-31,2022-11-15,51,1,Zacharyfort,37,7,8,23,17940,,780,107,1,596,23,17939.67,2,5,5,255,Frequent Customers
2023-01-26,2023-11-02,56,0,Sandersburgh,69,34,20,1,83,1.0,83,280,1,406,1,83.28,3,1,1,311,Others
2023-05-21,2023-08-18,46,0,Lake Jeffrey,31,13,6,14,7155,,511,89,1,322,14,7154.97,3,3,3,333,Others
2023-07-20,2023-08-11,44,1,West Patricia,10,2,1,22,12042,,547,22,1,328,22,12041.51,3,5,4,354,Frequent Customers
2020-05-25,2023-05-03,36,0,Chandlerfurt,465,20,37,15,8681,1.0,579,1073,3,491,15,8681.27,3,3,3,333,Others
2023-02-27,2023-12-17,25,0,North Jamesland,75,39,24,25,15251,3.0,610,293,1,199,25,15251.48,4,5,5,455,Frequent Customers
2023-04-01,2023-12-18,63,1,Lake Heidimouth,1,5,23,14,4313,2.0,308,261,1,204,14,4312.53,4,3,2,432,Others
2022-09-05,2024-01-26,21,1,East Kristi,131,56,17,17,11705,,689,508,2,174,17,11704.85,4,4,4,444,Others
2022-12-12,2023-09-16,19,1,North Daniel,22,45,23,25,15901,1.0,636,278,1,301,25,15900.77,3,5,5,355,Frequent Customers
2023-06-15,2024-05-15,63,1,Parkschester,7,7,20,22,10741,2.0,488,335,1,66,22,10740.529999999999,5,5,4,554,Loyal Customers
2023-07-20,2024-05-11,53,1,West Ericton,11,17,18,9,5143,,571,296,1,116,9,5143.46,5,2,2,522,Loyal Customers
2023-09-24,2024-01-17,47,1,Port Mollyside,35,9,4,9,7072,1.0,786,115,1,169,9,7071.94,4,2,3,423,Others
2024-01-17,2024-04-28,31,0,New Sandrafort,41,7,9,6,5358,,893,102,1,86,6,5357.67,5,2,2,522,Loyal Customers
2020-12-25,2022-10-14,29,0,Lake Nathan,267,30,41,22,9165,2.0,417,658,2,634,22,9165.47,2,5,4,254,Frequent Customers
2020-09-24,2023-01-20,44,0,West Michaelport,242,29,5,10,6242,1.0,624,848,3,574,10,6241.65,2,2,3,223,Others
2020-07-27,2023-05-04,50,1,Clarkville,407,30,19,17,8457,2.0,497,1011,3,459,17,8456.92,3,4,3,343,Others
2023-12-07,2024-05-03,42,1,Lake Tracy,8,11,13,6,4722,1.0,787,148,1,87,6,4721.59,5,2,2,522,Loyal Customers
2021-06-05,2023-05-09,26,0,Christopherberg,263,124,43,18,11391,2.0,633,703,2,433,18,11390.61,3,4,4,344,Others
2020-08-31,2023-07-29,40,0,Lake Stephenberg,348,196,3,23,14165,1.0,616,1062,3,363,23,14165.08,3,5,5,355,Frequent Customers
2023-06-20,2024-05-07,59,0,West John,137,9,27,8,6306,1.0,788,322,1,134,8,6305.67,5,2,3,523,Loyal Customers
2020-06-20,2022-04-30,64,0,North Randallfurt,70,79,57,17,8677,2.0,510,679,2,851,17,8677.3,1,4,3,143,Others
2021-01-24,2021-12-27,65,0,North Patriciabury,8,35,1,13,5120,2.0,394,337,1,938,13,5119.72,1,3,2,132,Others
2020-11-12,2022-01-10,54,1,Blackborough,4,80,39,3,2584,1.0,861,424,2,1097,3,2584.05,1,1,1,111,At Risk
2024-04-27,2024-05-10,33,0,Port Patrickbury,5,1,1,23,12016,2.0,522,13,1,53,23,12015.74,5,5,4,554,Loyal Customers
2020-10-04,2021-02-05,45,1,North Katieberg,29,14,2,6,3507,,585,124,1,1247,6,3507.25,1,2,2,122,Others
2020-10-11,2023-09-06,22,1,Barreramouth,197,162,44,19,10746,3.0,566,1060,3,330,19,10746.14,3,4,4,344,Others
2022-01-10,2023-03-06,57,0,Port Anthony,19,82,9,2,1300,1.0,650,420,2,622,2,1299.81,2,1,1,211,Others
2024-03-23,2024-04-29,69,0,Lake Carolinebury,16,5,2,22,13505,1.0,614,37,1,65,22,13504.95,5,5,5,555,Best Customers
2020-10-22,2023-06-17,54,0,Davilastad,182,136,3,4,4306,,1076,968,3,387,4,4305.94,3,1,2,312,Others
2020-10-07,2021-04-02,63,0,Heathermouth,46,6,3,23,10891,1.0,474,177,1,1194,23,10891.14,1,5,4,154,Frequent Customers
2020-11-05,2023-06-10,20,0,Kimville,372,96,27,8,2139,1.0,267,947,3,549,8,2138.96,2,2,1,221,Others
2023-11-20,2024-03-28,59,1,East Shannon,60,19,6,5,1106,1.0,221,129,1,104,5,1106.35,5,1,1,511,Loyal Customers
2020-05-12,2021-11-01,32,0,Victoriafort,224,21,9,1,816,4.0,816,538,2,1096,1,815.62,1,1,1,111,At Risk
2022-01-11,2023-03-10,25,1,South Mario,207,62,31,25,15773,,631,423,2,488,25,15773.01,3,5,5,355,Frequent Customers
2021-03-28,2022-10-30,41,0,New Angelaview,219,114,8,17,10541,1.0,620,581,2,640,17,10540.64,2,4,4,244,Others
2021-07-20,2023-07-27,47,0,Sandraland,265,39,10,25,14020,2.0,561,737,3,358,25,14019.93,3,5,5,355,Frequent Customers
2021-11-13,2023-08-05,62,0,New Jenniferhaven,179,22,45,18,9268,1.0,515,630,2,350,18,9267.59,3,4,4,344,Others
2020-12-30,2021-01-19,25,0,South Donaldtown,7,3,1,20,17463,1.0,873,20,1,1260,20,17463.37,1,4,5,145,Big Spenders
2021-02-09,2023-12-08,25,1,North Lindabury,267,101,13,4,2399,2.0,600,1032,3,246,4,2399.02,4,1,1,411,Others
2024-02-09,2024-04-17,59,1,Tanyaport,27,7,1,17,11264,2.0,663,68,1,77,17,11264.05,5,4,4,544,Loyal Customers
2022-05-24,2023-04-16,23,1,East Michelle,74,58,13,7,4922,2.0,703,327,1,456,7,4921.76,3,2,2,322,Others
2022-10-15,2023-12-01,41,1,Wilsonport,11,47,26,16,11647,,728,412,2,276,16,11647.31,4,4,4,444,Others
2021-04-12,2022-05-24,62,0,Port Alanport,123,76,18,9,6126,1.0,681,407,2,867,9,6126.02,1,2,3,123,Others
2020-08-12,2022-11-21,38,0,Hutchinsontown,308,97,4,11,4551,3.0,414,831,3,730,11,4550.76,2,3,2,232,Others
2023-07-05,2023-10-27,36,1,Joshuachester,27,1,9,18,12626,2.0,701,114,1,252,18,12625.75,4,4,5,445,Big Spenders
2020-03-03,2020-03-23,58,0,Port Jacquelinemouth,7,2,1,21,12662,2.0,603,20,1,1562,21,12662.08,1,5,5,155,Frequent Customers
2022-04-26,2023-03-09,24,1,West William,104,26,17,11,4082,1.0,371,317,1,512,11,4082.44,2,3,2,232,Others
2021-05-24,2021-12-25,18,0,Hernandezfurt,64,25,2,16,10377,,649,215,1,922,16,10376.82,1,4,4,144,Others
2023-09-20,2023-11-22,25,0,Glassborough,29,1,4,25,13117,1.0,525,63,1,224,25,13116.89,4,5,5,455,Frequent Customers
2022-06-16,2022-09-13,37,1,Allenland,13,12,6,8,6286,3.0,786,89,1,667,8,6286.099999999999,2,2,3,223,Others
2024-03-10,2024-03-19,62,0,Toddmouth,3,1,1,14,9270,1.0,662,9,1,105,14,9269.529999999999,5,3,4,534,Loyal Customers
2023-08-22,2024-01-28,46,1,Port Madelineview,63,15,9,18,12966,,720,159,1,184,18,12966.11,4,4,5,445,Big Spenders
2023-05-12,2023-07-21,51,1,Sarahfort,30,2,2,15,8388,1.0,559,70,1,350,15,8388.26,3,3,3,333,Others
2021-07-12,2023-10-12,45,1,Lake Roberttown,131,30,29,11,5025,2.0,457,822,3,287,11,5025.21,4,3,2,432,Others
2023-09-07,2023-10-02,25,1,North Jessica,9,1,1,19,10308,,543,25,1,274,19,10307.7,4,4,4,444,Others
2022-07-20,2022-08-15,38,0,Benjaminside,10,3,1,6,3244,2.0,541,26,1,687,6,3244.07,2,2,2,222,Others
2024-03-16,2024-04-04,67,0,New Charles,8,1,1,9,7754,,862,19,1,90,9,7754.35,5,2,3,523,Loyal Customers
2020-01-07,2024-03-06,18,0,Frederickberg,573,303,50,18,10555,1.0,586,1520,5,168,18,10555.24,4,4,4,444,Others
2023-03-28,2023-09-20,66,0,Deborahton,71,25,8,16,8629,3.0,539,176,1,286,16,8629.01,4,4,3,443,Others
2021-03-21,2021-06-17,25,1,Jamesbury,31,15,7,21,7715,3.0,367,88,1,1112,21,7715.4400000000005,1,5,3,153,Frequent Customers
2020-04-10,2023-10-01,25,1,New Stephen,69,195,26,20,12088,,604,1269,4,279,20,12088.21,4,4,5,445,Big Spenders
2023-05-18,2024-04-02,30,1,New Patricia,66,33,8,14,9890,2.0,706,320,1,124,14,9889.68,5,3,4,534,Loyal Customers
2022-10-20,2023-11-30,48,1,Port Matthewstad,127,26,6,22,13594,1.0,618,406,2,217,22,13593.81,4,5,5,455,Frequent Customers
2022-05-25,2024-02-17,34,0,South Jacobhaven,99,32,31,15,8103,1.0,540,633,2,136,15,8102.75,5,3,3,533,Loyal Customers
2021-03-13,2023-09-24,25,1,South Joanberg,320,173,51,15,5987,,399,925,3,439,15,5987.28,3,3,2,332,Others
2020-06-15,2023-06-09,59,1,West Todd,470,96,60,3,2515,,838,1089,3,417,3,2515.15,3,1,1,311,Others
2021-10-13,2022-12-29,67,0,Patriciamouth,164,83,4,1,478,1.0,478,442,2,788,1,478.06,2,1,1,211,Others
2024-02-02,2024-03-03,44,0,Staceyside,2,3,2,13,6812,1.0,524,30,1,122,13,6812.11,5,3,3,533,Loyal Customers
2020-10-11,2022-04-20,52,0,Porterfort,129,93,14,3,1753,1.0,584,556,2,867,3,1752.56,1,1,1,111,At Risk
2021-03-28,2023-10-22,28,1,Lake Bradleyville,275,56,81,11,5003,3.0,455,938,3,365,11,5002.57,3,3,2,332,Others
2022-08-01,2023-12-03,40,0,New Erica,85,14,29,8,4707,2.0,588,489,2,225,8,4707.34,4,2,2,422,Others
2020-06-15,2021-05-27,35,0,Tanyahaven,4,43,4,12,7511,1.0,626,346,1,1160,12,7510.82,1,3,3,133,Others
2022-01-17,2023-01-23,61,1,Alvarezmouth,148,62,16,9,4026,2.0,447,371,2,531,9,4026.0,2,2,2,222,Others
2024-02-04,2024-05-09,51,1,Charlesshire,3,17,5,14,10253,1.0,732,95,1,56,14,10252.92,5,3,4,534,Loyal Customers
2023-06-29,2023-10-03,28,0,Vaughnville,25,5,8,2,211,,105,96,1,306,2,210.8,3,1,1,311,Others
2021-09-20,2024-03-09,33,1,West Gabrielbury,190,59,87,5,3074,1.0,615,901,3,148,5,3074.1,5,1,1,511,Loyal Customers
2022-11-29,2024-01-07,68,0,New Ericstad,52,63,11,11,7922,,720,404,2,179,11,7921.86,4,3,3,433,Others
2020-05-17,2021-10-24,32,1,Lake Williamtown,7,58,39,12,6336,3.0,528,525,2,987,12,6336.04,1,3,3,133,Others
2021-04-27,2021-10-25,26,0,Margaretburgh,11,30,6,5,3432,2.0,686,181,1,1015,5,3432.06,1,1,2,112,Others
2020-08-13,2022-07-28,26,1,West Brianburgh,76,112,31,13,8595,2.0,661,714,2,769,13,8595.41,2,3,3,233,Others
2020-01-02,2023-03-12,25,1,Vegaland,484,143,83,9,6281,1.0,698,1165,4,494,9,6280.6,3,2,3,323,Others
2022-06-16,2022-07-23,35,1,Shaneburgh,16,2,1,1,435,1.0,435,37,1,721,1,435.49,2,1,1,211,Others
2022-05-31,2024-05-10,29,0,Port Elizabeth,23,56,16,3,1789,1.0,596,710,2,98,3,1789.1000000000001,5,1,1,511,Loyal Customers
2024-05-10,2024-05-10,66,0,Leblancview,1,1,1,23,17115,2.0,744,0,1,52,23,17115.170000000002,5,5,5,555,Best Customers
2022-10-07,2023-12-06,62,0,Santiagoborough,164,30,14,4,3044,1.0,761,425,2,296,4,3044.2400000000002,4,1,1,411,Others
2021-11-06,2022-05-29,21,0,Murrayburgh,41,11,5,4,3917,1.0,979,204,1,767,4,3917.45,2,1,2,212,Others
2020-08-15,2022-06-01,65,1,Sarahstad,41,71,19,24,11644,3.0,485,655,2,770,24,11643.68,2,5,4,254,Frequent Customers
2022-12-06,2023-01-14,45,1,Bradleyfort,6,3,1,15,7555,1.0,504,39,1,541,15,7555.3099999999995,2,3,3,233,Others
2020-07-06,2021-08-27,55,1,West Laurenmouth,81,73,23,4,3582,,895,417,2,1139,4,3581.74,1,1,2,112,Others
2023-11-07,2024-02-19,32,0,Parkerberg,24,7,3,16,14726,2.0,920,104,1,151,16,14725.92,4,4,5,445,Big Spenders
2022-08-23,2023-07-31,68,1,South Scott,47,53,27,16,6911,2.0,432,342,1,345,16,6910.94,3,4,3,343,Others
2021-07-13,2022-11-19,32,0,Lake Vincent,216,56,24,4,2309,1.0,577,494,2,653,4,2308.92,2,1,1,211,Others
2020-06-17,2024-05-10,23,1,Powellton,291,63,84,18,9191,1.0,511,1423,4,172,18,9190.74,4,4,4,444,Others
2021-07-19,2023-07-14,36,0,Campbellberg,68,117,15,15,8336,,556,725,2,462,15,8336.41,3,3,3,333,Others
2020-09-12,2022-08-08,64,1,Christinemouth,163,105,6,15,6604,,440,695,2,740,15,6603.610000000001,2,3,3,233,Others
2024-01-01,2024-04-05,25,1,South Michelle,14,4,2,23,13611,,592,95,1,89,23,13611.33,5,5,5,555,Best Customers
2020-01-24,2020-08-01,23,0,Lake James,39,18,7,21,12518,2.0,596,190,1,1431,21,12517.61,1,5,5,155,Frequent Customers
2021-12-21,2023-05-06,19,1,East Michellebury,238,39,23,5,3356,,671,501,2,435,5,3355.53,3,1,2,312,Others
2020-05-01,2022-03-10,45,1,Lake Mary,154,16,10,17,11080,1.0,652,678,2,862,17,11079.94,1,4,4,144,Others
2020-05-29,2024-01-29,46,1,Jacobsmouth,16,17,82,17,12567,,739,1340,4,201,17,12567.08,4,4,5,445,Big Spenders
2021-03-09,2022-12-25,34,0,Derekbury,174,106,1,10,7152,2.0,715,656,2,592,10,7152.2,2,2,3,223,Others
2021-03-24,2022-04-15,39,0,East Valerie,87,45,14,14,9600,1.0,686,387,2,811,14,9600.09,1,3,4,134,Others
2020-10-15,2023-10-20,50,1,East Jennifershire,528,2,91,18,12220,1.0,679,1100,4,345,18,12220.07,3,4,5,345,Big Spenders
2023-04-02,2024-02-12,25,1,Lake Matthewfurt,132,7,17,5,3165,2.0,633,316,1,258,5,3165.1,4,1,2,412,Others
2021-06-21,2021-07-17,20,0,West Davidstad,10,2,1,3,1191,,397,26,1,1081,3,1191.07,1,1,1,111,At Risk
2021-12-11,2023-10-16,35,1,Bethtown,224,113,10,5,2116,3.0,423,674,2,343,5,2116.5,3,1,1,311,Others
2020-04-06,2023-10-17,44,0,North Michaelport,349,236,49,16,11899,1.0,744,1289,4,275,16,11899.33,4,4,4,444,Others
2022-07-27,2024-05-15,30,1,Port Sandramouth,24,24,62,25,18511,2.0,740,658,2,97,25,18510.67,5,5,5,555,Best Customers
2020-08-16,2023-07-11,52,0,Nunezshire,120,69,67,15,9078,1.0,605,1059,3,454,15,9077.79,3,3,4,334,Others
2021-07-18,2021-09-07,24,1,Westfort,18,4,3,17,9795,2.0,576,51,1,1032,17,9795.22,1,4,4,144,Others
2020-01-27,2020-04-27,25,1,Port Kevinport,22,5,1,10,6821,1.0,682,91,1,1528,10,6821.099999999999,1,2,3,123,Others
2022-08-25,2022-11-12,25,1,Port Jasonfort,34,2,1,15,8101,1.0,540,79,1,600,15,8101.23,2,3,3,233,Others
2023-12-31,2024-03-21,25,1,Victoriaberg,6,10,7,4,1439,,360,81,1,107,4,1439.22,5,1,1,511,Loyal Customers
2020-06-07,2021-06-23,62,0,Port Jessicamouth,185,15,25,4,1994,1.0,498,381,2,1156,4,1993.98,1,1,1,111,At Risk
2021-07-15,2022-01-05,23,1,East Paulview,27,20,11,7,2499,1.0,357,174,1,931,7,2499.38,1,2,1,121,Others
2020-10-26,2024-04-09,64,1,North Kathleen,21,4,10,18,13200,1.0,733,1261,4,179,18,13200.38,4,4,5,445,Big Spenders
2023-04-26,2023-06-15,25,0,South Cory,5,8,4,6,3093,1.0,515,50,1,385,6,3092.84,3,2,1,321,Others
2020-08-28,2021-10-07,20,0,Adammouth,103,58,2,23,20205,1.0,878,405,2,1023,23,20205.420000000002,1,5,5,155,Frequent Customers
2021-08-24,2021-12-12,68,1,New Madison,18,19,1,9,3944,,438,110,1,934,9,3943.87,1,2,2,122,Others
2022-01-23,2023-02-13,25,0,West Lawrence,116,43,10,16,10925,3.0,683,386,2,530,16,10925.33,2,4,4,244,Others
2023-01-28,2024-04-04,60,0,Port Joseph,12,14,27,8,3719,1.0,465,432,2,127,8,3719.34,5,2,2,522,Loyal Customers
2024-05-15,2024-05-23,46,1,North Kathleen,2,1,1,17,5979,3.0,352,8,1,40,17,5978.87,5,4,2,542,Loyal Customers
2023-08-12,2023-09-10,45,0,New Barryborough,2,4,1,10,5646,1.0,565,29,1,299,10,5646.25,3,2,2,322,Others
2022-07-29,2022-12-20,43,0,Lopezstad,63,5,3,23,12050,2.0,524,144,1,562,23,12049.52,2,5,4,254,Frequent Customers
2020-01-10,2024-05-07,65,0,Jasonmouth,335,285,48,19,14212,,748,1579,5,131,19,14211.91,5,4,5,545,Loyal Customers
2022-12-19,2023-08-08,18,0,Nicholaschester,91,43,1,3,2101,2.0,700,232,1,408,3,2100.6000000000004,3,1,1,311,Others
2022-08-31,2024-05-02,33,1,Rothport,287,26,22,5,3843,2.0,769,610,2,243,5,3843.02,4,1,2,412,Others
2023-11-28,2024-04-21,20,1,West Eddie,32,24,1,8,6683,,835,145,1,73,8,6682.8,5,2,3,523,Loyal Customers
2020-11-25,2021-07-05,69,0,Port Andrealand,55,33,7,8,4274,2.0,534,222,1,1130,8,4274.49,1,2,2,122,Others
2020-08-14,2023-08-14,41,1,Irwinshire,446,72,64,11,5701,1.0,518,1095,3,367,11,5701.36,3,3,2,332,Others
2022-02-22,2023-01-01,60,0,Paulaview,94,61,24,17,7364,1.0,433,313,1,548,17,7363.7300000000005,2,4,3,243,Others
2023-06-20,2024-04-14,51,1,Port Peterville,100,49,22,7,5060,1.0,723,299,1,192,7,5060.05,4,2,2,422,Others
2021-01-20,2022-12-21,25,0,East Marktown,103,28,38,17,8550,2.0,503,700,2,600,17,8550.27,2,4,3,243,Others
2020-04-26,2023-05-16,65,1,West Jacobtown,17,6,52,14,7693,2.0,550,1115,4,425,14,7693.219999999999,3,3,3,333,Others
2024-01-15,2024-01-18,29,1,Codychester,1,1,1,18,12798,,711,3,1,166,18,12798.21,4,4,5,445,Big Spenders
2022-12-09,2022-12-25,37,0,West Peterview,6,1,1,9,6183,1.0,687,16,1,556,9,6182.74,2,2,3,223,Others
2022-06-26,2023-08-04,42,1,Kentton,59,32,16,19,14763,,777,404,2,370,19,14762.94,3,4,5,345,Big Spenders
2020-07-24,2023-04-28,25,1,New Keithton,10,86,22,22,12857,,584,1008,3,480,22,12857.09,3,5,5,355,Frequent Customers
2022-04-17,2024-03-13,56,0,Mcgeeport,141,10,13,2,1030,,515,696,2,331,2,1029.77,3,1,1,311,Others
2021-11-10,2024-02-13,62,0,Thomasstad,55,102,25,11,5144,1.0,468,825,3,228,11,5144.49,4,3,2,432,Others
2020-04-28,2023-10-25,63,0,South Shelbyberg,41,220,54,23,13627,3.0,592,1275,4,276,23,13626.61,4,5,5,455,Frequent Customers
2022-04-17,2022-08-25,48,0,North Timothy,40,10,1,22,10498,,477,130,1,677,22,10498.0,2,5,4,254,Frequent Customers
2023-11-20,2024-02-07,24,1,South Brandi,15,3,1,10,5700,,570,79,1,155,10,5699.93,4,2,2,422,Others
2020-01-08,2022-11-02,25,1,Ericaburgh,145,167,63,24,13149,2.0,548,1029,3,676,24,13149.37,2,5,5,255,Frequent Customers
2024-02-28,2024-03-21,21,1,New Lynnborough,7,3,1,15,9112,3.0,607,22,1,103,15,9111.57,5,3,4,534,Loyal Customers
2023-12-09,2024-03-20,46,0,Andreafort,41,2,7,24,15531,,647,102,1,105,24,15530.71,5,5,5,555,Best Customers
2021-10-21,2023-03-04,33,1,Lopezshire,231,69,21,9,2069,,230,499,2,497,9,2068.87,3,2,1,321,Others
2022-04-19,2023-03-22,31,0,Wardhaven,26,2,15,17,9091,1.0,535,337,1,475,17,9090.76,3,4,4,344,Others
2020-02-23,2022-12-03,46,1,North Jody,223,168,42,23,15979,1.0,695,1014,3,678,23,15978.73,2,5,5,255,Frequent Customers
2020-10-04,2021-03-24,36,1,Katrinaport,60,14,2,9,5459,,607,171,1,1202,9,5459.43,1,2,2,122,Others
2023-05-08,2023-06-25,37,1,Camachoborough,9,8,1,13,6290,,484,48,1,376,13,6289.91,3,3,3,333,Others
2024-04-11,2024-05-22,37,1,Jonathanborough,6,5,3,17,6303,1.0,371,41,1,41,17,6303.24,5,4,3,543,Loyal Customers
2023-12-16,2024-01-10,61,0,New Christopherview,10,3,1,23,10829,1.0,471,25,1,174,23,10829.03,4,5,4,454,Frequent Customers
2021-10-04,2021-12-26,23,0,East Brianchester,33,7,3,4,1959,2.0,490,83,1,975,4,1958.9,1,1,1,111,At Risk
2022-05-20,2023-07-16,25,0,Hayesshire,164,52,15,12,9115,2.0,760,422,2,369,12,9115.45,3,3,4,334,Others
2022-12-22,2023-04-02,51,0,Port Brandon,41,5,8,8,3640,2.0,455,101,1,482,8,3640.3199999999997,3,2,2,322,Others
2021-09-19,2022-05-11,23,0,West Krystal,40,14,10,16,8665,1.0,542,234,1,783,16,8664.86,2,4,3,243,Others
2020-09-05,2023-09-21,53,0,North Heather,31,125,8,14,13596,,971,1111,4,366,14,13595.79,3,3,5,335,Big Spenders
2023-01-10,2023-09-03,35,0,East Valerie,44,18,2,22,10844,,493,236,1,325,22,10843.58,3,5,4,354,Frequent Customers
2021-10-19,2023-11-25,25,1,Lake Travis,199,107,4,8,4827,2.0,603,767,3,327,8,4826.62,3,2,2,322,Others
2020-01-28,2024-01-04,51,0,New Michael,623,272,49,13,6605,1.0,508,1437,4,396,13,6604.6,3,3,3,333,Others
2020-06-07,2020-08-09,68,1,New Philip,24,2,4,5,5562,3.0,1112,63,1,1434,5,5561.83,1,1,2,112,Others
